"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITE1","Toscana","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",26.4,,
"ITF2","Molise","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",2,,
"ITF2","Molise","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",2,,
"ITF5","Basilicata","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",40,,
"ITF5","Basilicata","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",36,,
"ITG2","Sardegna","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",292,,
"ITG2","Sardegna","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",281,,
"ITE3","Marche","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",119,,
"ITE3","Marche","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",94,,
"ITE","Centro (I)","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4.5,,
"ITE","Centro (I)","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",5.7,,
"ITF6","Calabria","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",364,,
"ITF6","Calabria","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",300,,
"ITF1","Abruzzo","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",90.1,,
"ITF1","Abruzzo","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",91.6,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",3.9,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",6,,
"ITD5","Emilia-Romagna","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",22.1,,
"ITD5","Emilia-Romagna","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",25.7,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",187,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",175,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",405,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",355,,
"ITF","Sud","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",25.1,,
"ITF","Sud","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",26.8,,
"ITFG","Mezzogiorno","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",2951,,
"ITFG","Mezzogiorno","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",2603,,
"ITF4","Puglia","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",541,,
"ITF4","Puglia","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",516,,
"ITE2","Umbria","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",139,,
"ITE2","Umbria","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",190,,
"ITF2","Molise","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",2.4,,
"ITF2","Molise","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3,,
"ITE1","Toscana","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",618,,
"ITE1","Toscana","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",673,,
"ITD3","Veneto","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",131,,
"ITD3","Veneto","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",208,,
"ITE2","Umbria","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",29.8,,
"ITE2","Umbria","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",27.8,,
"ITF5","Basilicata","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",13,,
"ITF5","Basilicata","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",10.8,,
"ITF6","Calabria","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",22.6,,
"ITF6","Calabria","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",18.3,,
"ITE3","Marche","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",12.1,,
"ITE3","Marche","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",9.6,,
"ITF4","Puglia","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",23.4,,
"ITF4","Puglia","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",22.1,,
"ITD5","Emilia-Romagna","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",672,,
"ITD5","Emilia-Romagna","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",798,,
"ITG","Isole","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.9,,
"ITG","Isole","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.8,,
"ITE4","Lazio","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",771,,
"ITE4","Lazio","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",862,,
"ITG1","Sicilia","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",1,,
"ITG1","Sicilia","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.9,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",33,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",52,,
"ITFG","Mezzogiorno","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",26.1,,
"ITFG","Mezzogiorno","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",23,,
"2","metropolitan area - centre","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",23.2,,
"2","metropolitan area - centre","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",27.4,,
"ITF3","Campania","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",2.1,,
"ITF3","Campania","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",2.5,,
"ITF1","Abruzzo","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",41,,
"ITF1","Abruzzo","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",42,,
"ITF","Sud","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",1923,,
"ITF","Sud","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",2043,,
"IT","Italy","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",25.9,,
"IT","Italy","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",26,,
"ITF6","Calabria","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",240,,
"ITF6","Calabria","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",169,,
"ITF1","Abruzzo","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",23,,
"ITF1","Abruzzo","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",23.7,,
"ITE4","Lazio","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",14.1,,
"ITE4","Lazio","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",13.1,,
"ITF3","Campania","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",36,,
"ITF3","Campania","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",37,,
"ITD5","Emilia-Romagna","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4.7,,
"ITD5","Emilia-Romagna","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",4.7,,
"ITE1","Toscana","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",314,,
"ITE1","Toscana","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",331,,
"ITG","Isole","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",33,,
"ITG","Isole","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",30,,
"ITFG","Mezzogiorno","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",3459,,
"ITFG","Mezzogiorno","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",3314,,
"ITE2","Umbria","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",167,,
"ITE2","Umbria","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",159,,
"3","metropolitan area - suburbs","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",25.5,,
"3","metropolitan area - suburbs","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",24.7,,
"6","until 2,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.7,,
"6","until 2,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",2.5,,
"ITF2","Molise","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1.2,,
"ITF2","Molise","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",1,,
"ITF5","Basilicata","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",5,,
"ITF5","Basilicata","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",4.1,,
"ITG2","Sardegna","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",12.8,,
"ITG2","Sardegna","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",11.7,,
"ITE","Centro (I)","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",284,,
"ITE","Centro (I)","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",176,,
"2","metropolitan area - centre","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",260,,
"2","metropolitan area - centre","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",348,,
"ITG","Isole","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",29.4,,
"ITG","Isole","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",26.9,,
"ITE4","Lazio","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",147,,
"ITE4","Lazio","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",204,,
"ITD5","Emilia-Romagna","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",142,,
"ITD5","Emilia-Romagna","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",145,,
"ITE2","Umbria","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",29.1,,
"ITE2","Umbria","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",25.9,,
"ITE","Centro (I)","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.7,,
"ITE","Centro (I)","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",2.2,,
"ITF3","Campania","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",450,,
"ITF3","Campania","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",467,,
"ITF","Sud","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.9,,
"ITF","Sud","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.7,,
"ITF","Sud","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",6952,,
"ITF","Sud","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",6863,,
"2","metropolitan area - centre","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",80,,
"2","metropolitan area - centre","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",53,,
"ITF6","Calabria","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",12,,
"ITF6","Calabria","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",12,,
"ITF2","Molise","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",25.8,,
"ITF2","Molise","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",26.9,,
"ITF1","Abruzzo","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",16.1,,
"ITF1","Abruzzo","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",12.5,,
"ITE1","Toscana","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",37,,
"ITE1","Toscana","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",41,,
"ITF4","Puglia","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",685,,
"ITF4","Puglia","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",602,,
"ITE4","Lazio","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",26,,
"ITE4","Lazio","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",28,,
"ITG2","Sardegna","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",30,,
"ITG2","Sardegna","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",35,,
"IT","Italy","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",12.8,,
"IT","Italy","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",12.2,,
"ITE3","Marche","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",20.3,,
"ITE3","Marche","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",19.1,,
"ITD5","Emilia-Romagna","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",370,,
"ITD5","Emilia-Romagna","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",342,,
"ITG1","Sicilia","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",645,,
"ITG1","Sicilia","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",558,,
"ITFG","Mezzogiorno","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",3.3,,
"ITFG","Mezzogiorno","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",5.2,,
"ITE1","Toscana","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.8,,
"ITE1","Toscana","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",2,,
"ITFG","Mezzogiorno","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",2797,,
