"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",16.088,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",130.045,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",129.05,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",30.731,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",30.742,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",38.808,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",37.817,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",1.889,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",2.628,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",45.237,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",44.528,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",20.807,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",20.608,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",137.472,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",136.322,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",50.611,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",50.263,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",80.856,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",79.53,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",5.365,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",6.999,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",92.676,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",91.884,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",38.009,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",36.696,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",267.516,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",265.372,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",326.081,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",324.192,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",930.663,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",913.727,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",64.565,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",71.303,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",788.747,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",788.308,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",271.459,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",283.675,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",2381.516,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",2381.205,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",585.75,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",575.57,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",808.014,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",800.188,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",57.845,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",56.052,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",750.009,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",764.458,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",353.63,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",358.443,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",2555.248,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",2554.711,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",911.831,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",899.763,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",1738.677,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",1713.915,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",122.411,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",127.356,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",1538.756,,
